,trp1_l43,his1_l43,trp1_l44,his1_l44,trp1_l49,his1_l49
DBD:DHDr2_04_A:AD:DHDr2_07_A,989.0,168.0,98.0,27.0,30.0,4.0
DBD:DHDr2_04_A:AD:DHDr2_07_B,873.0,362.0,103.0,23.0,61.0,0.0
DBD:DHDr2_04_A:AD:DHDr2_08_A,1169.0,37.0,138.0,40.0,20.0,6.0
DBD:DHDr2_04_A:AD:DHDr2_08_B,1552.0,179.0,60.0,934.0,18.0,3.0
DBD:DHDr2_04_A:AD:DHDr2_09_A,1470.0,191.0,73.0,29.0,26.0,8.0
DBD:DHDr2_04_A:AD:DHDr2_09_B,484.0,20.0,51.0,16.0,9.0,1.0
DBD:DHDr2_04_A:AD:DHDr2_10_A,1015.0,30.0,76.0,9.0,17.0,5.0
DBD:DHDr2_04_A:AD:DHDr2_10_B,2575.0,16.0,94.0,4.0,42.0,4.0
DBD:DHDr2_04_A:AD:DHDr2_11_A,325.0,13.0,139.0,23.0,7.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_11_B,2348.0,299.0,320.0,49.0,57.0,7.0
DBD:DHDr2_04_A:AD:DHDr2_12_A,97.0,44.0,21.0,12.0,6.0,3.0
DBD:DHDr2_04_A:AD:DHDr2_12_B,610.0,43.0,111.0,21.0,25.0,1.0
DBD:DHDr2_04_A:AD:DHDr2_13_A,694.0,333.0,105.0,22.0,28.0,7.0
DBD:DHDr2_04_A:AD:DHDr2_13_B,2492.0,62.0,143.0,10.0,32.0,0.0
DBD:DHDr2_04_A:AD:DHDr2_14_A,1048.0,87.0,105.0,31.0,4.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_14_B,881.0,83.0,141.0,5.0,11.0,0.0
DBD:DHDr2_04_A:AD:DHDr2_15_A,382.0,25.0,103.0,65.0,34.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_15_B,960.0,140.0,130.0,20.0,14.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_16_A,3020.0,146.0,133.0,86.0,7.0,3.0
DBD:DHDr2_04_A:AD:DHDr2_16_B,1163.0,27332.0,31.0,18.0,28.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_17_A,90.0,2.0,7.0,1.0,14.0,2.0
DBD:DHDr2_04_A:AD:DHDr2_17_B,1131.0,168.0,54.0,18.0,16.0,3.0
DBD:DHDr2_04_A:AD:DHDr2_18_A,2892.0,79.0,88.0,9.0,25.0,4.0
DBD:DHDr2_04_A:AD:DHDr2_18_B,1317.0,13.0,110.0,6.0,40.0,0.0
DBD:DHDr2_04_A:AD:DHDr2_19_A,1493.0,201.0,99.0,31.0,23.0,1.0
DBD:DHDr2_04_A:AD:DHDr2_19_B,628.0,119.0,295.0,727.0,26.0,22.0
DBD:DHDr2_04_A:AD:DHDr2_20_A,343.0,0.0,86.0,8.0,17.0,0.0
DBD:DHDr2_04_A:AD:DHDr2_20_B,681.0,31.0,152.0,13.0,27.0,1.0
DBD:DHDr2_04_A:AD:ZCON_150_LL_A,2086.0,200.0,186.0,59.0,32.0,2.0
DBD:DHDr2_04_A:AD:ZCON_150_LL_B,2493.0,545.0,128.0,26.0,40.0,5.0
DBD:DHDr2_04_A:AD:ZCON_150_resurf_A,2721.0,85.0,119.0,9.0,11.0,0.0
DBD:DHDr2_04_A:AD:ZCON_150_resurf_B,31.0,2.0,111.0,16.0,13.0,6.0
DBD:DHDr2_04_A:AD:ZCON_152_A,564.0,71.0,42.0,15.0,28.0,1.0
DBD:DHDr2_04_A:AD:ZCON_152_B,1594.0,398.0,84.0,1777.0,21.0,5.0
DBD:DHDr2_04_A:AD:ZCON_152_T2_A,612.0,71.0,107.0,27.0,77.0,2.0
DBD:DHDr2_04_A:AD:ZCON_152_T2_B,86.0,28.0,86.0,23.0,12.0,6.0
DBD:DHDr2_04_A:AD:ZCON_152_T4_A,1342.0,21.0,72.0,4.0,40.0,0.0
DBD:DHDr2_04_A:AD:ZCON_152_T4_B,207.0,38.0,96.0,7.0,35.0,2.0
DBD:DHDr2_04_A:AD:ZCON_154_LL_A,1984.0,99.0,217.0,30.0,83.0,11.0
DBD:DHDr2_04_A:AD:ZCON_154_LL_B,901.0,119.0,209.0,43.0,53.0,11.0
DBD:DHDr2_04_A:AD:ZCON_154_resurf_A,768.0,180.0,35.0,6.0,25.0,1.0
DBD:DHDr2_04_A:AD:ZCON_154_resurf_B,1075.0,145.0,143.0,44.0,24.0,4.0
DBD:DHDr2_04_A:AD:ZCON_155_LL_A,3867.0,410.0,349.0,68.0,116.0,7.0
DBD:DHDr2_04_A:AD:ZCON_155_LL_B,1146.0,99.0,184.0,38.0,25.0,7.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT2_A,449.0,1.0,132.0,14.0,30.0,1.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT2_B,5.0,3.0,58.0,1.0,33.0,14.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT4_A,14.0,0.0,140.0,305.0,43.0,1.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT4_B,113.0,0.0,214.0,35.0,52.0,0.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT5_A,3.0,0.0,53.0,0.0,45.0,0.0
DBD:DHDr2_04_A:AD:ZCON_155_cutT5_B,114.0,2.0,425.0,69.0,138.0,2.0
DBD:DHDr2_04_A:AD:ZCON_155_resurf_A,1874.0,81.0,241.0,20.0,109.0,16.0
DBD:DHDr2_04_A:AD:ZCON_155_resurf_B,917.0,30.0,154.0,17.0,52.0,3.0
DBD:DHDr2_04_A:AD:ZCON_15_re_loop_LL_A,649.0,85.0,141.0,28.0,25.0,16.0
DBD:DHDr2_04_A:AD:ZCON_15_re_loop_LL_B,3892.0,190.0,269.0,30.0,94.0,46.0
DBD:DHDr2_04_A:AD:ZCON_15_re_loop_resurf_A,1057.0,82.0,54.0,26.0,14.0,6.0
DBD:DHDr2_04_A:AD:ZCON_15_re_loop_resurf_B,1668.0,202.0,277.0,68.0,75.0,1.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_A,959.0,82.0,158.0,6.0,20.0,1.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_B,289.0,4.0,4.0,1.0,4.0,2.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_A,2076.0,12.0,71.0,2.0,24.0,0.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_B,1936.0,131.0,206.0,25.0,82.0,21.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT2_A,1294.0,91.0,89.0,21.0,27.0,1.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT2_B,943.0,43.0,229.0,19.0,148.0,10.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT4_A,870.0,5.0,48.0,7.0,26.0,1.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT4_B,826.0,0.0,51.0,6.0,144.0,1.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT6_A,156.0,1.0,126.0,5.0,73.0,4.0
DBD:DHDr2_04_A:AD:ZCON_2_CC_resurf_cutT6_B,242.0,7.0,63.0,2.0,19.0,1.0
DBD:DHDr2_04_A:AD:ZCON_37_LL_A,971.0,65.0,187.0,41.0,58.0,9.0
DBD:DHDr2_04_A:AD:ZCON_37_LL_B,3789.0,173.0,173.0,15.0,39.0,2.0
DBD:DHDr2_04_A:AD:ZCON_37_resurf_A,1444.0,102.0,61.0,2.0,10.0,0.0
DBD:DHDr2_04_A:AD:ZCON_37_resurf_B,584.0,28.0,100.0,12.0,15.0,1.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_A,99.0,9.0,94.0,8.0,28.0,6.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_B,1227.0,48.0,221.0,28.0,38.0,4.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT2_A,2182.0,95.0,135.0,8.0,46.0,3.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT2_B,1011.0,225.0,122.0,20.0,49.0,3.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT4_A,1166.0,94.0,283.0,43.0,64.0,9.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT4_B,991.0,30.0,67.0,20.0,54.0,1.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT6_A,555.0,27.0,118.0,1.0,43.0,0.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_cutT6_B,265.0,0.0,202.0,67.0,53.0,0.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_resurf_A,589.0,107.0,110.0,29.0,4.0,0.0
DBD:DHDr2_04_A:AD:ZCON_VR_2_resurf_B,1652.0,8072.0,59.0,6.0,49.0,21.0
DBD:DHDr2_04_A:AD:mALb8_A,1626.0,24.0,211.0,31.0,26.0,7.0
DBD:DHDr2_04_A:AD:mALb8_B,1032.0,12.0,134.0,10.0,52.0,6.0
DBD:DHDr2_04_A:AD:mALb8_cutT1_A,279.0,9.0,29.0,6.0,34.0,2.0
DBD:DHDr2_04_A:AD:mALb8_cutT1_B,224.0,2.0,160.0,22.0,43.0,11.0
DBD:DHDr2_04_A:AD:mALb8_cutT2_A,153.0,2.0,52.0,7.0,61.0,0.0
DBD:DHDr2_04_A:AD:mALb8_cutT2_B,6.0,0.0,103.0,1.0,61.0,0.0
DBD:DHDr2_04_A:AD:mALb8_cutT3_A,178.0,16.0,54.0,19.0,62.0,0.0
DBD:DHDr2_04_A:AD:mALb8_cutT3_B,247.0,0.0,75.0,16.0,30.0,0.0
DBD:DHDr2_04_A:AD:mALb8_cutT4_A,2.0,0.0,54.0,22.0,37.0,0.0
DBD:DHDr2_04_A:AD:mALb8_cutT4_B,3.0,0.0,73.0,0.0,26.0,0.0
DBD:DHDr2_04_B:AD:A_ZCON_13,554.0,31.0,107.0,589.0,20.0,10.0
DBD:DHDr2_04_B:AD:A_ZCON_150,3660.0,375.0,370.0,49.0,32.0,7.0
DBD:DHDr2_04_B:AD:A_ZCON_154,1146.0,412.0,394.0,127.0,89.0,79.0
DBD:DHDr2_04_B:AD:A_ZCON_155,796.0,52.0,203.0,65.0,61.0,10.0
DBD:DHDr2_04_B:AD:A_ZCON_15_re_loop,653.0,95.0,254.0,80.0,28.0,30.0
DBD:DHDr2_04_B:AD:A_ZCON_162,2252.0,322.0,258.0,46.0,20.0,11.0
DBD:DHDr2_04_B:AD:A_ZCON_37_3,994.0,95.0,155.0,27.0,15.0,31.0
DBD:DHDr2_04_B:AD:A_ZCON_37,33.0,34.0,212.0,25.0,23.0,30.0
DBD:DHDr2_04_B:AD:A_ZCON_6,1446.0,1591.0,273.0,2206.0,36.0,54.0
DBD:DHDr2_04_B:AD:B_ZCON_13,1305.0,135.0,159.0,135.0,15.0,19.0
DBD:DHDr2_04_B:AD:B_ZCON_150,1864.0,155.0,202.0,65.0,252.0,40.0
DBD:DHDr2_04_B:AD:B_ZCON_154,1613.0,148.0,718.0,98.0,47.0,77.0
DBD:DHDr2_04_B:AD:B_ZCON_155,158.0,24.0,353.0,520.0,10.0,88.0
DBD:DHDr2_04_B:AD:B_ZCON_15_re_loop,3337.0,3341.0,434.0,4589.0,60.0,2100.0
DBD:DHDr2_04_B:AD:B_ZCON_162,1948.0,237.0,307.0,3107.0,14.0,68.0
DBD:DHDr2_04_B:AD:B_ZCON_37_3,45.0,12.0,293.0,41.0,21.0,33.0
DBD:DHDr2_04_B:AD:B_ZCON_37,1646.0,65.0,410.0,42.0,38.0,17.0
DBD:DHDr2_04_B:AD:B_ZCON_6,1541.0,708.0,77.0,10.0,26.0,19.0
DBD:DHDr2_04_B:AD:DHDr2_00_A,5819.0,292.0,250.0,36.0,24.0,4.0
DBD:DHDr2_04_B:AD:DHDr2_00_B,215.0,14.0,240.0,61.0,16.0,65.0
DBD:DHDr2_04_B:AD:DHDr2_01_A,282.0,1.0,28.0,1.0,3.0,3.0
DBD:DHDr2_04_B:AD:DHDr2_01_B,337.0,16.0,140.0,46.0,10.0,3.0
DBD:DHDr2_04_B:AD:DHDr2_02_A,633.0,26.0,91.0,14.0,4.0,32.0
DBD:DHDr2_04_B:AD:DHDr2_02_B,1606.0,708.0,434.0,57.0,28.0,27.0
DBD:DHDr2_04_B:AD:DHDr2_03_A,912.0,35.0,191.0,15.0,10.0,10.0
DBD:DHDr2_04_B:AD:DHDr2_03_B,1349.0,50.0,373.0,26.0,32.0,434.0
DBD:DHDr2_04_B:AD:DHDr2_04_A,2589.0,375.0,313.0,56.0,21.0,18.0
DBD:DHDr2_04_B:AD:DHDr2_04_B,25.0,1.0,2.0,0.0,13.0,153.0
DBD:DHDr2_04_B:AD:DHDr2_05_A,1285.0,197.0,211.0,16.0,41.0,30.0
DBD:DHDr2_04_B:AD:DHDr2_05_B,2470.0,338.0,669.0,69.0,81.0,27.0
DBD:DHDr2_04_B:AD:DHDr2_06_A,749.0,5.0,372.0,33.0,19.0,33.0
DBD:DHDr2_04_B:AD:DHDr2_06_B,445.0,1.0,295.0,50.0,13.0,22.0
DBD:DHDr2_04_B:AD:DHDr2_07_A,2339.0,181.0,386.0,44.0,27.0,49.0
DBD:DHDr2_04_B:AD:DHDr2_07_B,2639.0,157.0,299.0,55.0,8.0,12.0
DBD:DHDr2_04_B:AD:DHDr2_08_A,979.0,76.0,75.0,6.0,5.0,58.0
DBD:DHDr2_04_B:AD:DHDr2_08_B,1368.0,155.0,308.0,68.0,47.0,46.0
DBD:DHDr2_04_B:AD:DHDr2_09_A,809.0,41.0,269.0,55.0,13.0,60.0
DBD:DHDr2_04_B:AD:DHDr2_09_B,536.0,353.0,180.0,28.0,13.0,28.0
DBD:DHDr2_04_B:AD:DHDr2_10_A,1132.0,135.0,227.0,73.0,17.0,32.0
DBD:DHDr2_04_B:AD:DHDr2_10_B,2192.0,145.0,199.0,80.0,23.0,2.0
DBD:DHDr2_04_B:AD:DHDr2_11_A,692.0,80.0,167.0,43.0,14.0,11.0
DBD:DHDr2_04_B:AD:DHDr2_11_B,4882.0,440.0,721.0,81.0,41.0,50.0
DBD:DHDr2_04_B:AD:DHDr2_12_A,491.0,80.0,69.0,73.0,9.0,72.0
DBD:DHDr2_04_B:AD:DHDr2_12_B,606.0,36.0,284.0,38.0,42.0,16.0
DBD:DHDr2_04_B:AD:DHDr2_13_A,1445.0,10143.0,202.0,1488.0,27.0,3208.0
DBD:DHDr2_04_B:AD:DHDr2_13_B,4787.0,253.0,360.0,51.0,32.0,10.0
DBD:DHDr2_04_B:AD:DHDr2_14_A,62.0,49.0,127.0,3409.0,8.0,9.0
DBD:DHDr2_04_B:AD:DHDr2_14_B,1801.0,58.0,416.0,39.0,9.0,3.0
DBD:DHDr2_04_B:AD:DHDr2_15_A,2094.0,287.0,175.0,34.0,31.0,5.0
DBD:DHDr2_04_B:AD:DHDr2_15_B,1055.0,89.0,197.0,22.0,7.0,19.0
DBD:DHDr2_04_B:AD:DHDr2_16_A,1592.0,78.0,121.0,42.0,17.0,16.0
DBD:DHDr2_04_B:AD:DHDr2_16_B,563.0,53.0,216.0,78.0,40.0,16.0
DBD:DHDr2_04_B:AD:DHDr2_17_A,636.0,9.0,19.0,2.0,5.0,56.0
DBD:DHDr2_04_B:AD:DHDr2_17_B,2188.0,161.0,55.0,6.0,21.0,28.0
DBD:DHDr2_04_B:AD:DHDr2_18_A,660.0,17.0,279.0,59.0,21.0,18.0
DBD:DHDr2_04_B:AD:DHDr2_18_B,2035.0,42.0,265.0,10.0,55.0,17.0
DBD:DHDr2_04_B:AD:DHDr2_19_A,1129.0,163.0,122.0,10.0,8.0,28.0
DBD:DHDr2_04_B:AD:DHDr2_19_B,1557.0,6810.0,533.0,2301.0,25.0,5603.0
DBD:DHDr2_04_B:AD:DHDr2_20_A,305.0,1.0,109.0,43.0,18.0,4.0
DBD:DHDr2_04_B:AD:DHDr2_20_B,122.0,16.0,355.0,154.0,40.0,29.0
DBD:DHDr2_04_B:AD:ZCON_150_LL_A,5226.0,114.0,466.0,117.0,36.0,8.0
DBD:DHDr2_04_B:AD:ZCON_150_LL_B,2356.0,209.0,657.0,103.0,32.0,26.0
DBD:DHDr2_04_B:AD:ZCON_150_resurf_A,4530.0,371.0,565.0,6899.0,9.0,11.0
DBD:DHDr2_04_B:AD:ZCON_150_resurf_B,585.0,21.0,301.0,26.0,17.0,27.0
DBD:DHDr2_04_B:AD:ZCON_152_A,902.0,72.0,166.0,37.0,6.0,1.0
DBD:DHDr2_04_B:AD:ZCON_152_B,23.0,110.0,194.0,13.0,10.0,24.0
DBD:DHDr2_04_B:AD:ZCON_152_T2_A,9.0,48.0,324.0,48.0,83.0,19.0
DBD:DHDr2_04_B:AD:ZCON_152_T2_B,767.0,233.0,134.0,42.0,16.0,65.0
DBD:DHDr2_04_B:AD:ZCON_152_T4_A,527.0,5.0,293.0,20.0,143.0,8.0
DBD:DHDr2_04_B:AD:ZCON_152_T4_B,300.0,1.0,171.0,43.0,25.0,2.0
DBD:DHDr2_04_B:AD:ZCON_154_LL_A,5227.0,333.0,428.0,177.0,66.0,154.0
DBD:DHDr2_04_B:AD:ZCON_154_LL_B,4001.0,489.0,750.0,85.0,67.0,140.0
DBD:DHDr2_04_B:AD:ZCON_154_resurf_A,792.0,133.0,280.0,56.0,12.0,7.0
DBD:DHDr2_04_B:AD:ZCON_154_resurf_B,5560.0,555.0,552.0,169.0,22.0,46.0
DBD:DHDr2_04_B:AD:ZCON_155_LL_A,4519.0,791.0,592.0,33.0,93.0,27.0
DBD:DHDr2_04_B:AD:ZCON_155_LL_B,1702.0,1951.0,402.0,159.0,33.0,94.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT2_A,913.0,27.0,483.0,178.0,46.0,2.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT2_B,218.0,1360.0,207.0,30.0,41.0,92.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT4_A,687.0,2.0,399.0,5.0,41.0,5.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT4_B,300.0,9.0,608.0,90.0,57.0,8.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT5_A,3.0,1.0,268.0,39.0,49.0,4.0
DBD:DHDr2_04_B:AD:ZCON_155_cutT5_B,1679.0,25.0,716.0,125.0,122.0,6.0
DBD:DHDr2_04_B:AD:ZCON_155_resurf_A,3272.0,233.0,1391.0,143.0,125.0,99.0
DBD:DHDr2_04_B:AD:ZCON_155_resurf_B,436.0,33.0,259.0,46.0,20.0,58.0
DBD:DHDr2_04_B:AD:ZCON_15_re_loop_LL_A,2000.0,204.0,512.0,138.0,52.0,95.0
DBD:DHDr2_04_B:AD:ZCON_15_re_loop_LL_B,7774.0,1181.0,802.0,274.0,80.0,4491.0
DBD:DHDr2_04_B:AD:ZCON_15_re_loop_resurf_A,2563.0,1590.0,610.0,618.0,11.0,90.0
DBD:DHDr2_04_B:AD:ZCON_15_re_loop_resurf_B,3704.0,319.0,791.0,3617.0,19.0,15.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_A,4679.0,127629.0,127.0,47.0,15.0,7.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_B,12.0,0.0,71.0,0.0,5.0,21.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_A,2858.0,143.0,491.0,42.0,15.0,8.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_B,4544.0,262.0,481.0,68.0,57.0,11.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT2_A,1568.0,37.0,239.0,9.0,23.0,2.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT2_B,2502.0,47.0,1262.0,380.0,133.0,38.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT4_A,1425.0,39.0,132.0,25.0,39.0,1.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT4_B,458.0,26.0,542.0,116.0,78.0,7.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT6_A,1.0,1.0,361.0,9.0,25.0,3.0
DBD:DHDr2_04_B:AD:ZCON_2_CC_resurf_cutT6_B,94.0,0.0,420.0,104.0,29.0,6.0
DBD:DHDr2_04_B:AD:ZCON_37_LL_A,2410.0,569.0,817.0,185.0,63.0,321.0
DBD:DHDr2_04_B:AD:ZCON_37_LL_B,3106.0,148.0,501.0,111.0,39.0,52.0
DBD:DHDr2_04_B:AD:ZCON_37_resurf_A,2374.0,203.0,148.0,76.0,16.0,13.0
DBD:DHDr2_04_B:AD:ZCON_37_resurf_B,3407.0,1881.0,104.0,55.0,17.0,8.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_A,383.0,96.0,106.0,14.0,17.0,364.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_B,3078.0,432.0,543.0,163.0,38.0,71.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT2_A,2368.0,33759.0,260.0,22.0,50.0,34.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT2_B,666.0,211.0,273.0,38.0,72.0,27.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT4_A,1951.0,233.0,424.0,8.0,76.0,6.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT4_B,446.0,95.0,407.0,4638.0,54.0,4.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT6_A,618.0,41.0,301.0,36.0,45.0,12.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_cutT6_B,7.0,2.0,320.0,69.0,56.0,6.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_resurf_A,4683.0,4863.0,272.0,121.0,5.0,23.0
DBD:DHDr2_04_B:AD:ZCON_VR_2_resurf_B,2628.0,686.0,238.0,45.0,43.0,320.0
DBD:DHDr2_04_B:AD:mALb8_A,1922.0,45.0,586.0,64.0,49.0,70.0
DBD:DHDr2_04_B:AD:mALb8_B,3198.0,130.0,319.0,177.0,27.0,11.0
DBD:DHDr2_04_B:AD:mALb8_cutT1_A,823.0,9.0,195.0,64.0,33.0,2.0
DBD:DHDr2_04_B:AD:mALb8_cutT1_B,1204.0,53.0,316.0,50.0,42.0,32.0
DBD:DHDr2_04_B:AD:mALb8_cutT2_A,1080.0,72.0,193.0,82.0,39.0,3.0
DBD:DHDr2_04_B:AD:mALb8_cutT2_B,5.0,3.0,513.0,61.0,41.0,17.0
DBD:DHDr2_04_B:AD:mALb8_cutT3_A,353.0,39.0,367.0,47.0,45.0,1.0
DBD:DHDr2_04_B:AD:mALb8_cutT3_B,4.0,1.0,297.0,78.0,27.0,3.0
DBD:DHDr2_04_B:AD:mALb8_cutT4_A,249.0,24.0,253.0,20.0,26.0,1.0
DBD:DHDr2_04_B:AD:mALb8_cutT4_B,516.0,16.0,265.0,10.0,30.0,4.0
DBD:DHDr2_05_A:AD:A_ZCON_13,432.0,1.0,106.0,4.0,12.0,1.0
DBD:DHDr2_05_A:AD:A_ZCON_150,2215.0,196.0,410.0,52.0,16.0,3.0
DBD:DHDr2_05_A:AD:A_ZCON_154,1142.0,81.0,248.0,14.0,55.0,4.0
DBD:DHDr2_05_A:AD:A_ZCON_155,2840.0,100.0,445.0,38.0,68.0,1.0
DBD:DHDr2_05_A:AD:A_ZCON_15_re_loop,283.0,1.0,150.0,11.0,13.0,1.0
DBD:DHDr2_05_A:AD:A_ZCON_162,1975.0,23.0,124.0,5.0,14.0,2.0
DBD:DHDr2_05_A:AD:A_ZCON_37_3,458.0,3.0,223.0,4.0,15.0,2.0
DBD:DHDr2_05_A:AD:A_ZCON_37,1050.0,6.0,299.0,23.0,20.0,14.0
DBD:DHDr2_05_A:AD:A_ZCON_6,1625.0,29.0,19.0,3.0,27.0,1.0
DBD:DHDr2_05_A:AD:B_ZCON_13,1320.0,83.0,120.0,176.0,17.0,0.0
DBD:DHDr2_05_A:AD:B_ZCON_150,739.0,93.0,262.0,17.0,21.0,1.0
DBD:DHDr2_05_A:AD:B_ZCON_154,2076.0,734.0,385.0,7991.0,20.0,6.0
DBD:DHDr2_05_A:AD:B_ZCON_155,216.0,29.0,259.0,33.0,9.0,2.0
DBD:DHDr2_05_A:AD:B_ZCON_15_re_loop,3477.0,135.0,350.0,98.0,25.0,6.0
DBD:DHDr2_05_A:AD:B_ZCON_162,48.0,3.0,164.0,13.0,13.0,4.0
DBD:DHDr2_05_A:AD:B_ZCON_37_3,609.0,1.0,246.0,65.0,9.0,0.0
DBD:DHDr2_05_A:AD:B_ZCON_37,1191.0,64.0,225.0,21.0,13.0,5.0
DBD:DHDr2_05_A:AD:B_ZCON_6,166.0,13.0,254.0,38.0,44.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_00_A,1566.0,6.0,543.0,40.0,16.0,0.0
DBD:DHDr2_05_A:AD:DHDr2_00_B,152.0,1.0,94.0,2.0,11.0,5.0
DBD:DHDr2_05_A:AD:DHDr2_01_A,364.0,4.0,82.0,2.0,2.0,1.0
DBD:DHDr2_05_A:AD:DHDr2_01_B,308.0,0.0,332.0,37.0,8.0,1.0
DBD:DHDr2_05_A:AD:DHDr2_02_A,621.0,6763.0,188.0,3264.0,18.0,525.0
DBD:DHDr2_05_A:AD:DHDr2_02_B,263.0,0.0,100.0,20.0,44.0,3.0
DBD:DHDr2_05_A:AD:DHDr2_03_A,652.0,70.0,154.0,678.0,3.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_03_B,3209.0,56.0,129.0,12.0,22.0,35.0
DBD:DHDr2_05_A:AD:DHDr2_04_A,984.0,1.0,147.0,34.0,24.0,6.0
DBD:DHDr2_05_A:AD:DHDr2_04_B,2621.0,29.0,340.0,62.0,25.0,20.0
DBD:DHDr2_05_A:AD:DHDr2_05_A,1111.0,52.0,161.0,9.0,11.0,0.0
DBD:DHDr2_05_A:AD:DHDr2_05_B,2244.0,184.0,349.0,65.0,42.0,0.0
DBD:DHDr2_05_A:AD:DHDr2_06_A,271.0,1.0,285.0,28.0,18.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_06_B,146.0,1.0,109.0,22.0,12.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_07_A,439.0,0.0,567.0,113.0,30.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_07_B,887.0,14.0,112.0,16.0,13.0,3.0
DBD:DHDr2_05_A:AD:DHDr2_08_A,246.0,1.0,250.0,56.0,25.0,7.0
DBD:DHDr2_05_A:AD:DHDr2_08_B,1386.0,87.0,228.0,13.0,24.0,5.0
DBD:DHDr2_05_A:AD:DHDr2_09_A,1293.0,4.0,369.0,89.0,15.0,4.0
DBD:DHDr2_05_A:AD:DHDr2_09_B,14.0,4.0,84.0,9.0,15.0,3.0
DBD:DHDr2_05_A:AD:DHDr2_10_A,1391.0,14.0,414.0,40.0,12.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_10_B,724.0,2.0,299.0,41.0,29.0,1.0
DBD:DHDr2_05_A:AD:DHDr2_11_A,708.0,47.0,415.0,46.0,7.0,0.0
DBD:DHDr2_05_A:AD:DHDr2_11_B,4489.0,353.0,213.0,26.0,39.0,13.0
DBD:DHDr2_05_A:AD:DHDr2_12_A,249.0,3.0,84.0,25.0,15.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_12_B,868.0,16.0,410.0,61.0,30.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_13_A,1690.0,12.0,232.0,20.0,26.0,22.0
DBD:DHDr2_05_A:AD:DHDr2_13_B,1666.0,38.0,420.0,79.0,23.0,2.0
DBD:DHDr2_05_A:AD:DHDr2_14_A,520.0,74.0,186.0,2.0,11.0,0.0
DBD:DHDr2_05_A:AD:DHDr2_14_B,929.0,27.0,221.0,13.0,16.0,0.0
